date,home_team,away_team,team,scorer,minute,own_goal,penalty
2015-09-03,Australia,Bangladesh,Australia,Nathan Burns,29,False,False
2015-09-03,Australia,Bangladesh,Australia,Aaron Mooy,61,False,False
2015-09-03,Bahrain,North Korea,North Korea,Jong Il-gwan,42,False,False
2015-09-03,Belgium,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Deko,15,False,False
2015-09-03,Belgium,Bosnia and Herzegovina,Belgium,Marouane Fellaini,23,False,False
2015-09-03,Belgium,Bosnia and Herzegovina,Belgium,Kevin De Bruyne,44,False,False
2015-09-03,Belgium,Bosnia and Herzegovina,Belgium,Eden Hazard,78,False,True
2015-09-03,Bulgaria,Norway,Norway,Vegard Forren,57,False,False
2015-09-03,Cyprus,Wales,Wales,Gareth Bale,82,False,False
2015-09-03,Czech Republic,Kazakhstan,Kazakhstan,Yuriy Logvinenko,21,False,False
2015-09-03,Czech Republic,Kazakhstan,Czech Republic,Milan koda,74,False,False
2015-09-03,Czech Republic,Kazakhstan,Czech Republic,Milan koda,86,False,False
2015-09-03,Iran,Guam,Iran,Ashkan Dejagah,10,False,True
2015-09-03,Iran,Guam,Iran,Mehdi Taremi,31,False,False
2015-09-03,Iran,Guam,Iran,Sardar Azmoun,34,False,False
2015-09-03,Iran,Guam,Iran,Sardar Azmoun,41,False,False
2015-09-03,Iran,Guam,Iran,Mehdi Taremi,65,False,False
2015-09-03,Iran,Guam,Iran,Mehdi Torabi,89,False,False
2015-09-03,Iraq,Taiwan,Iraq,Ali Adnan Kadhim,37,False,False
2015-09-03,Iraq,Taiwan,Iraq,Ali Hosni,59,False,False
2015-09-03,Iraq,Taiwan,Iraq,Ahmed Yasin Ghani,80,False,False
2015-09-03,Iraq,Taiwan,Taiwan,Wen Chih-hao,86,False,False
2015-09-03,Iraq,Taiwan,Iraq,Younis Mahmoud,88,False,False
2015-09-03,Iraq,Taiwan,Iraq,Justin Meram,90,False,True
2015-09-03,Israel,Andorra,Israel,Eran Zahavi,3,False,False
2015-09-03,Israel,Andorra,Israel,Nir Bitton,22,False,False
2015-09-03,Israel,Andorra,Israel,Tomer Hemed,26,False,True
2015-09-03,Israel,Andorra,Israel,Mu'nas Dabbur,38,False,False
2015-09-03,Italy,Malta,Italy,Graziano Pellè,69,False,False
2015-09-03,Japan,Cambodia,Japan,Keisuke Honda,28,False,False
2015-09-03,Japan,Cambodia,Japan,Maya Yoshida,50,False,False
2015-09-03,Japan,Cambodia,Japan,Shinji Kagawa,61,False,False
2015-09-03,Kuwait,Myanmar,Kuwait,Yousef Nasser,11,False,False
2015-09-03,Kuwait,Myanmar,Kuwait,Ali Maqseed,12,False,False
2015-09-03,Kuwait,Myanmar,Kuwait,Yousef Nasser,18,False,False
2015-09-03,Kuwait,Myanmar,Kuwait,Faisal Zayid,46,False,False
2015-09-03,Kuwait,Myanmar,Kuwait,Zaw Min Tun,56,True,False
2015-09-03,Kuwait,Myanmar,Kuwait,Aziz Mashaan,61,False,False
2015-09-03,Kuwait,Myanmar,Kuwait,Bader Al-Mutawa,69,False,True
2015-09-03,Kuwait,Myanmar,Kuwait,Bader Al-Mutawa,88,False,False
2015-09-03,Kuwait,Myanmar,Kuwait,Bader Al-Mutawa,90,False,False
2015-09-03,Netherlands,Iceland,Iceland,Gylfi Sigurðsson,51,False,True
2015-09-03,Oman,Turkmenistan,Oman,Raed Ibrahim Saleh,7,False,False
2015-09-03,Oman,Turkmenistan,Oman,Mekan Saparow,11,True,False
2015-09-03,Oman,Turkmenistan,Oman,Amad Al-Hosni,59,False,False
2015-09-03,Oman,Turkmenistan,Turkmenistan,Arslanmyrat Amanow,82,False,False
2015-09-03,Qatar,Bhutan,Qatar,Mohammed Musa,8,False,False
2015-09-03,Qatar,Bhutan,Qatar,Mohammed Kasola,18,False,False
2015-09-03,Qatar,Bhutan,Qatar,Ali Assadalla,21,False,False
2015-09-03,Qatar,Bhutan,Qatar,Hassan Al-Haydos,25,False,False
2015-09-03,Qatar,Bhutan,Qatar,Mohammed Musa,28,False,False
2015-09-03,Qatar,Bhutan,Qatar,Mohammed Muntari,37,False,False
2015-09-03,Qatar,Bhutan,Qatar,Mohammed Muntari,41,False,False
2015-09-03,Qatar,Bhutan,Qatar,Ali Assadalla,45,False,False
2015-09-03,Qatar,Bhutan,Qatar,Mohammed Muntari,48,False,False
2015-09-03,Qatar,Bhutan,Qatar,Akram Afif,57,False,False
2015-09-03,Qatar,Bhutan,Qatar,Boualem Khoukhi,62,False,False
2015-09-03,Qatar,Bhutan,Qatar,Ali Assadalla,63,False,False
2015-09-03,Qatar,Bhutan,Qatar,Boualem Khoukhi,70,False,False
2015-09-03,Qatar,Bhutan,Qatar,Ismaeel Mohammad,75,False,False
2015-09-03,Qatar,Bhutan,Qatar,Hassan Al-Haydos,87,False,False
2015-09-03,Saudi Arabia,Timor-Leste,Saudi Arabia,Yahya Al-Shehri,2,False,False
2015-09-03,Saudi Arabia,Timor-Leste,Saudi Arabia,Mohammad Al-Sahlawi,23,False,True
2015-09-03,Saudi Arabia,Timor-Leste,Saudi Arabia,Mohammad Al-Sahlawi,26,False,False
2015-09-03,Saudi Arabia,Timor-Leste,Saudi Arabia,Salman Al-Faraj,30,False,False
2015-09-03,Saudi Arabia,Timor-Leste,Saudi Arabia,Taisir Al-Jassim,32,False,False
2015-09-03,Saudi Arabia,Timor-Leste,Saudi Arabia,Mohammad Al-Sahlawi,71,False,False
2015-09-03,Saudi Arabia,Timor-Leste,Saudi Arabia,Fahad Al-Muwallad,73,False,False
2015-09-03,South Korea,Laos,South Korea,Lee Chung-yong,9,False,False
2015-09-03,South Korea,Laos,South Korea,Son Heung-min,12,False,False
2015-09-03,South Korea,Laos,South Korea,Kwon Chang-hoon,30,False,False
2015-09-03,South Korea,Laos,South Korea,Suk Hyun-jun,57,False,False
2015-09-03,South Korea,Laos,South Korea,Son Heung-min,74,False,False
2015-09-03,South Korea,Laos,South Korea,Kwon Chang-hoon,75,False,False
2015-09-03,South Korea,Laos,South Korea,Son Heung-min,89,False,False
2015-09-03,South Korea,Laos,South Korea,Lee Jae-sung,90,False,False
2015-09-03,Syria,Singapore,Syria,Oday Al-Jafal,59,False,False
2015-09-03,Turkey,Latvia,Turkey,Selçuk Inan,77,False,False
2015-09-03,Turkey,Latvia,Latvia,Valerijs abala,90,False,False
2015-09-03,United Arab Emirates,Malaysia,United Arab Emirates,Mohanad Salem,16,False,False
2015-09-03,United Arab Emirates,Malaysia,United Arab Emirates,Ali Mabkhout,22,False,False
2015-09-03,United Arab Emirates,Malaysia,United Arab Emirates,Ahmed Khalil,24,False,False
2015-09-03,United Arab Emirates,Malaysia,United Arab Emirates,Habib Fardan,25,False,False
2015-09-03,United Arab Emirates,Malaysia,United Arab Emirates,Ahmed Khalil,29,False,False
2015-09-03,United Arab Emirates,Malaysia,United Arab Emirates,Ali Mabkhout,33,False,False
2015-09-03,United Arab Emirates,Malaysia,United Arab Emirates,Mohamed Ahmed,37,False,False
2015-09-03,United Arab Emirates,Malaysia,United Arab Emirates,Ahmed Khalil,70,False,False
2015-09-03,United Arab Emirates,Malaysia,United Arab Emirates,Ali Mabkhout,76,False,False
2015-09-03,United Arab Emirates,Malaysia,United Arab Emirates,Ahmed Khalil,78,False,False
2015-09-03,Uzbekistan,Yemen,Uzbekistan,Alexander Geynrikh,51,False,False
2015-09-04,American Samoa,Cook Islands,American Samoa,Ali'i Mitchell,57,False,False
2015-09-04,American Samoa,Cook Islands,American Samoa,Justin Manao,67,False,False
2015-09-04,Antigua and Barbuda,Guatemala,Antigua and Barbuda,Myles Weston,72,False,True
2015-09-04,Canada,Belize,Canada,Tosaint Ricketts,25,False,False
2015-09-04,Canada,Belize,Canada,Tosaint Ricketts,63,False,False
2015-09-04,Canada,Belize,Canada,Atiba Hutchinson,90,False,False
2015-09-04,Curaçao,El Salvador,El Salvador,Alexander Larín,12,False,False
2015-09-04,Faroe Islands,Northern Ireland,Northern Ireland,Gareth McAuley,12,False,False
2015-09-04,Faroe Islands,Northern Ireland,Faroe Islands,Jóan Símun Edmundsson,36,False,False
2015-09-04,Faroe Islands,Northern Ireland,Northern Ireland,Gareth McAuley,71,False,False
2015-09-04,Faroe Islands,Northern Ireland,Northern Ireland,Kyle Lafferty,75,False,False
2015-09-04,Georgia,Scotland,Georgia,Valeri Qazaishvili,38,False,False
2015-09-04,Germany,Poland,Germany,Thomas Müller,12,False,False
2015-09-04,Germany,Poland,Germany,Mario Götze,19,False,False
2015-09-04,Germany,Poland,Poland,Robert Lewandowski,37,False,False
2015-09-04,Germany,Poland,Germany,Mario Götze,82,False,False
2015-09-04,Gibraltar,Republic of Ireland,Republic of Ireland,Cyrus Christie,27,False,False
2015-09-04,Gibraltar,Republic of Ireland,Republic of Ireland,Robbie Keane,49,False,False
2015-09-04,Gibraltar,Republic of Ireland,Republic of Ireland,Robbie Keane,51,False,True
2015-09-04,Gibraltar,Republic of Ireland,Republic of Ireland,Shane Long,79,False,False
2015-09-04,Greece,Finland,Finland,Joel Pohjanpalo,75,False,False
2015-09-04,Grenada,Haiti,Haiti,Jean-Eudes Maurice,27,False,False
2015-09-04,Grenada,Haiti,Grenada,Anthony Straker,33,False,True
2015-09-04,Grenada,Haiti,Haiti,Mechack Jérôme,38,False,False
2015-09-04,Grenada,Haiti,Haiti,Duckens Nazon,56,False,False
2015-09-04,Jamaica,Nicaragua,Nicaragua,Manuel Rosas Arreola,5,False,True
2015-09-04,Jamaica,Nicaragua,Nicaragua,Carlos Chavarría,8,False,False
2015-09-04,Jamaica,Nicaragua,Nicaragua,Luis Galeano,48,False,False
2015-09-04,Jamaica,Nicaragua,Jamaica,Darren Mattocks,69,False,False
2015-09-04,Jamaica,Nicaragua,Jamaica,Adrian Mariappa,78,False,False
2015-09-04,Saint Vincent and the Grenadines,Aruba,Saint Vincent and the Grenadines,Tevin Slater,51,False,False
2015-09-04,Saint Vincent and the Grenadines,Aruba,Saint Vincent and the Grenadines,Oalex Anderson,90,False,True
2015-09-04,Serbia,Armenia,Serbia,Levon Hayrapetyan,22,True,False
2015-09-04,Serbia,Armenia,Serbia,Adem Ljajic,53,False,False
2015-09-04,Tonga,Samoa,Samoa,Andrew Mobberley,9,False,False
2015-09-04,Tonga,Samoa,Samoa,Johnny Hall,22,False,False
2015-09-04,Tonga,Samoa,Samoa,Johnny Hall,77,False,False
2015-09-05,Austria,Moldova,Austria,Zlatko Junuzovic,52,False,False
2015-09-05,Estonia,Lithuania,Estonia,Konstantin Vassiljev,71,False,False
2015-09-05,Luxembourg,North Macedonia,Luxembourg,Sébastien Thill,90,False,False
2015-09-05,Montenegro,Liechtenstein,Montenegro,Fatos Beciraj,38,False,False
2015-09-05,Montenegro,Liechtenstein,Montenegro,Stevan Jovetic,56,False,False
2015-09-05,Russia,Sweden,Russia,Artem Dzyuba,38,False,False
2015-09-05,San Marino,England,England,Wayne Rooney,13,False,True
2015-09-05,San Marino,England,England,Cristian Brolli,30,True,False
2015-09-05,San Marino,England,England,Ross Barkley,46,False,False
2015-09-05,San Marino,England,England,Theo Walcott,68,False,False
2015-09-05,San Marino,England,England,Harry Kane,77,False,False
2015-09-05,San Marino,England,England,Theo Walcott,78,False,False
2015-09-05,Spain,Slovakia,Spain,Jordi Alba,5,False,False
2015-09-05,Spain,Slovakia,Spain,Andrés Iniesta,30,False,True
2015-09-05,Switzerland,Slovenia,Slovenia,Milivoje Novakovic,45,False,False
2015-09-05,Switzerland,Slovenia,Slovenia,Botjan Cesar,48,False,False
2015-09-05,Switzerland,Slovenia,Switzerland,Josip Drmic,80,False,False
2015-09-05,Switzerland,Slovenia,Switzerland,Valentin Stocker,84,False,False
2015-09-05,Switzerland,Slovenia,Switzerland,Josip Drmic,90,False,False
2015-09-05,Ukraine,Belarus,Ukraine,Artem Kravets,7,False,False
2015-09-05,Ukraine,Belarus,Ukraine,Andriy Yarmolenko,30,False,False
2015-09-05,Ukraine,Belarus,Ukraine,Yevhen Konoplyanka,40,False,True
2015-09-05,Ukraine,Belarus,Belarus,Sergei Kornilenko,62,False,True
2015-09-06,Bosnia and Herzegovina,Andorra,Bosnia and Herzegovina,Ermin Bicakcic,14,False,False
2015-09-06,Bosnia and Herzegovina,Andorra,Bosnia and Herzegovina,Edin Deko,30,False,False
2015-09-06,Bosnia and Herzegovina,Andorra,Bosnia and Herzegovina,Senad Lulic,45,False,False
2015-09-06,Cyprus,Belgium,Belgium,Eden Hazard,86,False,False
2015-09-06,Italy,Bulgaria,Italy,Daniele De Rossi,6,False,True
2015-09-06,Latvia,Czech Republic,Czech Republic,David Limberský,13,False,False
2015-09-06,Latvia,Czech Republic,Czech Republic,Vladimír Darida,25,False,False
2015-09-06,Latvia,Czech Republic,Latvia,Arturs Zjuzins,73,False,False
2015-09-06,Malta,Azerbaijan,Azerbaijan,Rahid Amirguliyev,36,False,False
2015-09-06,Malta,Azerbaijan,Malta,Michael Mifsud,55,False,False
2015-09-06,Malta,Azerbaijan,Malta,Alfred Effiong,71,False,False
2015-09-06,Malta,Azerbaijan,Azerbaijan,Rahid Amirguliyev,80,False,False
2015-09-06,Norway,Croatia,Norway,Jo Inge Berget,51,False,False
2015-09-06,Norway,Croatia,Norway,Vedran Corluka,69,True,False
2015-09-06,Turkey,Netherlands,Turkey,Oguzhan Özyakup,8,False,False
2015-09-06,Turkey,Netherlands,Turkey,Arda Turan,26,False,False
2015-09-06,Turkey,Netherlands,Turkey,Burak Yilmaz,86,False,False
2015-09-07,Albania,Portugal,Portugal,Miguel Veloso,90,False,False
2015-09-07,Finland,Faroe Islands,Finland,Joel Pohjanpalo,23,False,False
2015-09-07,Northern Ireland,Hungary,Hungary,Richárd Guzmics,74,False,False
2015-09-07,Northern Ireland,Hungary,Northern Ireland,Kyle Lafferty,90,False,False
2015-09-07,Poland,Gibraltar,Poland,Kamil Grosicki,8,False,False
2015-09-07,Poland,Gibraltar,Poland,Kamil Grosicki,15,False,False
2015-09-07,Poland,Gibraltar,Poland,Robert Lewandowski,18,False,False
2015-09-07,Poland,Gibraltar,Poland,Robert Lewandowski,29,False,False
2015-09-07,Poland,Gibraltar,Poland,Arkadiusz Milik,56,False,False
2015-09-07,Poland,Gibraltar,Poland,Jakub Blaszczykowski,59,False,True
2015-09-07,Poland,Gibraltar,Poland,Arkadiusz Milik,72,False,False
2015-09-07,Poland,Gibraltar,Poland,Bartosz Kapustka,73,False,False
2015-09-07,Poland,Gibraltar,Gibraltar,Jake Gosling,87,False,False
2015-09-07,Republic of Ireland,Georgia,Republic of Ireland,Jonathan Walters,69,False,False
2015-09-07,Scotland,Germany,Germany,Thomas Müller,18,False,False
2015-09-07,Scotland,Germany,Scotland,Mats Hummels,28,True,False
2015-09-07,Scotland,Germany,Germany,Thomas Müller,34,False,False
2015-09-07,Scotland,Germany,Scotland,James McArthur,43,False,False
2015-09-07,Scotland,Germany,Germany,Ilkay Gündogan,54,False,False
2015-09-08,Afghanistan,Japan,Japan,Shinji Kagawa,10,False,False
2015-09-08,Afghanistan,Japan,Japan,Masato Morishige,35,False,False
2015-09-08,Afghanistan,Japan,Japan,Shinji Kagawa,50,False,False
2015-09-08,Afghanistan,Japan,Japan,Shinji Okazaki,57,False,False
2015-09-08,Afghanistan,Japan,Japan,Shinji Okazaki,60,False,False
2015-09-08,Afghanistan,Japan,Japan,Keisuke Honda,74,False,False
2015-09-08,Aruba,Saint Vincent and the Grenadines,Aruba,Erixon Danso,4,False,False
2015-09-08,Aruba,Saint Vincent and the Grenadines,Aruba,Erixon Danso,50,False,False
2015-09-08,Aruba,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Tevin Slater,84,False,False
2015-09-08,Bangladesh,Jordan,Jordan,Abdallah Deeb,13,False,True
2015-09-08,Bangladesh,Jordan,Jordan,Munther Abu Amarah,33,False,False
2015-09-08,Bangladesh,Jordan,Jordan,Abdallah Deeb,56,False,False
2015-09-08,Bangladesh,Jordan,Jordan,Yaseen Al-Bakhit,58,False,False
2015-09-08,Belarus,Luxembourg,Belarus,Mikhail Gordeichuk,34,False,False
2015-09-08,Belarus,Luxembourg,Belarus,Mikhail Gordeichuk,62,False,False
2015-09-08,Belize,Canada,Belize,Deon McCaulay,26,False,False
2015-09-08,Belize,Canada,Canada,Will Johnson,45,False,False
2015-09-08,Cambodia,Syria,Syria,Omar Khribin,29,False,False
2015-09-08,Cambodia,Syria,Syria,Sanharib Malki,31,False,False
2015-09-08,Cambodia,Syria,Syria,Omar Khribin,39,False,False
2015-09-08,Cambodia,Syria,Syria,Mahmoud Al-Mawas,44,False,False
2015-09-08,Cambodia,Syria,Syria,Omar Midani,50,False,False
2015-09-08,Cambodia,Syria,Syria,Osama Omari,81,False,False
2015-09-08,China PR,Maldives,China PR,Yu Dabao,8,False,False
2015-09-08,China PR,Maldives,China PR,Yu Dabao,57,False,False
2015-09-08,China PR,Maldives,China PR,Zhang Linpeng,66,False,False
2015-09-08,El Salvador,Curaçao,El Salvador,Jonathan Barrios,9,False,False
2015-09-08,England,Switzerland,England,Harry Kane,67,False,False
2015-09-08,England,Switzerland,England,Wayne Rooney,84,False,True
2015-09-08,Guatemala,Antigua and Barbuda,Guatemala,Carlos Ruiz,61,False,False
2015-09-08,Guatemala,Antigua and Barbuda,Guatemala,Dennis López,75,False,False
2015-09-08,Haiti,Grenada,Haiti,Wilde-Donald Guerrier,26,False,False
2015-09-08,Haiti,Grenada,Haiti,Duckens Nazon,38,False,False
2015-09-08,Haiti,Grenada,Haiti,Kervens Belfort,50,False,False
2015-09-08,Hong Kong,Qatar,Qatar,Karim Boudiaf,22,False,False
2015-09-08,Hong Kong,Qatar,Qatar,Abdelkarim Hassan,62,False,False
2015-09-08,Hong Kong,Qatar,Qatar,Mohammed Musa,84,False,False
2015-09-08,Hong Kong,Qatar,Hong Kong,Bai He,87,False,False
2015-09-08,Hong Kong,Qatar,Hong Kong,Godfred Karikari,89,False,False
2015-09-08,India,Iran,Iran,Sardar Azmoun,28,False,False
2015-09-08,India,Iran,Iran,Andranik Teymourian,46,False,False
2015-09-08,India,Iran,Iran,Mehdi Taremi,49,False,False
2015-09-08,Laos,Kuwait,Kuwait,Yousef Nasser,31,False,False
2015-09-08,Laos,Kuwait,Kuwait,Bader Al-Mutawa,84,False,True
2015-09-08,Lebanon,South Korea,South Korea,Jang Hyun-soo,22,False,True
2015-09-08,Lebanon,South Korea,South Korea,Ali Hamam,26,True,False
2015-09-08,Lebanon,South Korea,South Korea,Kwon Chang-hoon,60,False,False
2015-09-08,Liechtenstein,Russia,Russia,Artem Dzyuba,21,False,False
2015-09-08,Liechtenstein,Russia,Russia,Aleksandr Kokorin,40,False,True
2015-09-08,Liechtenstein,Russia,Russia,Artem Dzyuba,45,False,False
2015-09-08,Liechtenstein,Russia,Russia,Artem Dzyuba,73,False,False
2015-09-08,Liechtenstein,Russia,Russia,Fyodor Smolov,77,False,False
2015-09-08,Liechtenstein,Russia,Russia,Alan Dzagoev,85,False,False
2015-09-08,Liechtenstein,Russia,Russia,Artem Dzyuba,90,False,False
2015-09-08,Lithuania,San Marino,Lithuania,Fedor Cernych,7,False,False
2015-09-08,Lithuania,San Marino,San Marino,Matteo Vitaioli,55,False,False
2015-09-08,Lithuania,San Marino,Lithuania,Lukas Spalvis,90,False,False
2015-09-08,Moldova,Montenegro,Montenegro,Stefan Savic,9,False,False
2015-09-08,Moldova,Montenegro,Montenegro,Petru Racu,65,True,False
2015-09-08,Nicaragua,Jamaica,Jamaica,Darren Mattocks,13,False,False
2015-09-08,Nicaragua,Jamaica,Jamaica,Simon Dawkins,89,False,False
2015-09-08,North Macedonia,Spain,Spain,Tome Pacovski,8,True,False
2015-09-08,Philippines,Uzbekistan,Uzbekistan,Odil Ahmedov,1,False,False
2015-09-08,Philippines,Uzbekistan,Uzbekistan,Sardor Rashidov,14,False,False
2015-09-08,Philippines,Uzbekistan,Uzbekistan,Igor Sergeev,43,False,False
2015-09-08,Philippines,Uzbekistan,Uzbekistan,Igor Sergeev,65,False,False
2015-09-08,Philippines,Uzbekistan,Philippines,Stephan Schröck,68,False,False
2015-09-08,Philippines,Uzbekistan,Uzbekistan,Sardor Rashidov,80,False,False
2015-09-08,Slovenia,Estonia,Slovenia,Robert Beric,63,False,False
2015-09-08,Sweden,Austria,Austria,David Alaba,9,False,True
2015-09-08,Sweden,Austria,Austria,Martin Harnik,38,False,False
2015-09-08,Sweden,Austria,Austria,Marc Janko,77,False,False
2015-09-08,Sweden,Austria,Austria,Martin Harnik,88,False,False
2015-09-08,Sweden,Austria,Sweden,Zlatan Ibrahimovic,90,False,False
2015-09-08,Taiwan,Vietnam,Vietnam,Ðinh Ti?n Thành,53,False,False
2015-09-08,Taiwan,Vietnam,Taiwan,Wu Chun-ching,82,False,False
2015-09-08,Taiwan,Vietnam,Vietnam,Tr?n Phi Son,90,False,False
2015-09-08,Tajikistan,Australia,Australia,Mark Milligan,57,False,False
2015-09-08,Tajikistan,Australia,Australia,Tim Cahill,73,False,False
2015-09-08,Tajikistan,Australia,Australia,Tim Cahill,90,False,False
2015-09-08,Thailand,Iraq,Iraq,Justin Meram,34,False,False
2015-09-08,Thailand,Iraq,Iraq,Younis Mahmoud,49,False,False
2015-09-08,Thailand,Iraq,Thailand,Theerathon Bunmathan,80,False,True
2015-09-08,Thailand,Iraq,Thailand,Mongkol Tossakrai,83,False,False
2015-09-08,Yemen,Bahrain,Bahrain,Hussain Ali Baba,31,False,True
2015-09-08,Yemen,Bahrain,Bahrain,Sami Al-Husaini,45,False,False
2015-09-08,Yemen,Bahrain,Bahrain,Abdullah Omar,66,False,False
2015-09-08,Yemen,Bahrain,Bahrain,Sayed Mohamed Adnan,77,False,False
2015-10-07,Mauritius,Kenya,Kenya,Johanna Omolo,19,False,False
2015-10-07,Mauritius,Kenya,Kenya,Ayub Masika,23,False,False
2015-10-07,Mauritius,Kenya,Kenya,Haron Shakava,49,False,False
2015-10-07,Mauritius,Kenya,Mauritius,Andy Sophie,67,False,True
2015-10-07,Mauritius,Kenya,Mauritius,Jonathan Bru,78,False,False
2015-10-07,Mauritius,Kenya,Kenya,Johanna Omolo,82,False,False
2015-10-07,Mauritius,Kenya,Kenya,Michael Olunga,87,False,False
2015-10-07,Seychelles,Burundi,Burundi,Fiston Abdul Razak,15,False,False
2015-10-07,South Sudan,Mauritania,Mauritania,Boubacar Bagili,3,False,False
2015-10-07,South Sudan,Mauritania,South Sudan,Dominic Abui Pretino,5,False,False
2015-10-07,Tanzania,Malawi,Tanzania,Mbwana Samatta,19,False,False
2015-10-07,Tanzania,Malawi,Tanzania,Thomas Ulimwengu,23,False,False
2015-10-08,Albania,Serbia,Serbia,Aleksandar Kolarov,90,False,False
2015-10-08,Albania,Serbia,Serbia,Adem Ljajic,90,False,False
2015-10-08,Argentina,Ecuador,Ecuador,Frickson Erazo,81,False,False
2015-10-08,Argentina,Ecuador,Ecuador,Felipe Caicedo,82,False,False
2015-10-08,Bahrain,Uzbekistan,Uzbekistan,Igor Sergeev,52,False,False
2015-10-08,Bahrain,Uzbekistan,Uzbekistan,Odil Ahmedov,56,False,False
2015-10-08,Bahrain,Uzbekistan,Uzbekistan,Sardor Rashidov,66,False,False
2015-10-08,Bahrain,Uzbekistan,Uzbekistan,Eldor Shomurodov,90,False,False
2015-10-08,Bhutan,Maldives,Maldives,Ahmed Nashid,11,False,False
2015-10-08,Bhutan,Maldives,Maldives,Ali Ashfaq,23,False,False
2015-10-08,Bhutan,Maldives,Maldives,Ali Ashfaq,33,False,False
2015-10-08,Bhutan,Maldives,Maldives,Ali Ashfaq,57,False,True
2015-10-08,Bhutan,Maldives,Bhutan,Tshering Dorji,85,False,False
2015-10-08,Bhutan,Maldives,Bhutan,Chencho Gyeltshen,88,False,False
2015-10-08,Bhutan,Maldives,Bhutan,Biren Basnet,90,False,False
2015-10-08,Bolivia,Uruguay,Uruguay,Martín Cáceres,10,False,False
2015-10-08,Bolivia,Uruguay,Uruguay,Diego Godín,69,False,False
2015-10-08,Chile,Brazil,Chile,Eduardo Vargas,72,False,False
2015-10-08,Chile,Brazil,Chile,Alexis Sánchez,90,False,False
2015-10-08,Colombia,Peru,Colombia,Teófilo Gutiérrez,36,False,False
2015-10-08,Colombia,Peru,Colombia,Edwin Cardona,90,False,False
2015-10-08,Georgia,Gibraltar,Georgia,Mate Vatsadze,30,False,False
2015-10-08,Georgia,Gibraltar,Georgia,Tornike Okriashvili,35,False,True
2015-10-08,Georgia,Gibraltar,Georgia,Mate Vatsadze,45,False,False
2015-10-08,Georgia,Gibraltar,Georgia,Valeri Qazaishvili,87,False,False
2015-10-08,Hungary,Faroe Islands,Faroe Islands,Róaldur Jakobsen,11,False,False
2015-10-08,Hungary,Faroe Islands,Hungary,Dániel Böde,63,False,False
2015-10-08,Hungary,Faroe Islands,Hungary,Dániel Böde,71,False,False
2015-10-08,Jordan,Australia,Jordan,Hassan Abdel-Fattah,47,False,True
2015-10-08,Jordan,Australia,Jordan,Hamza Al-Dardour,84,False,False
2015-10-08,Kuwait,South Korea,South Korea,Koo Ja-cheol,12,False,False
2015-10-08,Kyrgyzstan,Tajikistan,Kyrgyzstan,Bakhtiyar Duyshobekov,7,False,False
2015-10-08,Kyrgyzstan,Tajikistan,Tajikistan,Manuchekhr Dzhalilov,65,False,False
2015-10-08,Kyrgyzstan,Tajikistan,Tajikistan,Akhtam Nazarov,71,False,True
2015-10-08,Kyrgyzstan,Tajikistan,Kyrgyzstan,Anton Zemlianukhin,90,False,True
2015-10-08,Liberia,Guinea-Bissau,Liberia,William Jebor,35,False,True
2015-10-08,Liberia,Guinea-Bissau,Guinea-Bissau,Amido Baldé,62,False,False
2015-10-08,Myanmar,Lebanon,Lebanon,Hassan Maatouk,28,False,False
2015-10-08,Myanmar,Lebanon,Lebanon,Abbas Ahmed Atwi,90,False,False
2015-10-08,Northern Ireland,Greece,Northern Ireland,Steven Davis,35,False,False
2015-10-08,Northern Ireland,Greece,Northern Ireland,Josh Magennis,49,False,False
2015-10-08,Northern Ireland,Greece,Northern Ireland,Steven Davis,58,False,False
2015-10-08,Northern Ireland,Greece,Greece,Christos Aravidis,87,False,False
2015-10-08,Oman,Iran,Oman,Saad Al-Mukhaini,52,False,False
2015-10-08,Oman,Iran,Iran,Jalal Hosseini,70,False,False
2015-10-08,Portugal,Denmark,Portugal,João Moutinho,66,False,False
2015-10-08,Qatar,China PR,Qatar,Karim Boudiaf,22,False,False
2015-10-08,Republic of Ireland,Germany,Republic of Ireland,Shane Long,70,False,False
2015-10-08,Romania,Finland,Finland,Joel Pohjanpalo,67,False,False
2015-10-08,Romania,Finland,Romania,Ovidiu Hoban,90,False,False
2015-10-08,Saudi Arabia,United Arab Emirates,United Arab Emirates,Ahmed Khalil,18,False,False
2015-10-08,Saudi Arabia,United Arab Emirates,Saudi Arabia,Mohammad Al-Sahlawi,45,False,False
2015-10-08,Saudi Arabia,United Arab Emirates,Saudi Arabia,Mohammad Al-Sahlawi,90,False,True
2015-10-08,Scotland,Poland,Poland,Robert Lewandowski,3,False,False
2015-10-08,Scotland,Poland,Scotland,Matt Ritchie,45,False,False
2015-10-08,Scotland,Poland,Scotland,Steven Fletcher,62,False,False
2015-10-08,Scotland,Poland,Poland,Robert Lewandowski,90,False,False
2015-10-08,Singapore,Afghanistan,Singapore,Khairul Amri,72,False,False
2015-10-08,Syria,Japan,Japan,Keisuke Honda,55,False,True
2015-10-08,Syria,Japan,Japan,Shinji Okazaki,70,False,False
2015-10-08,Syria,Japan,Japan,Takashi Usami,88,False,False
2015-10-08,São Tomé and Príncipe,Ethiopia,São Tomé and Príncipe,Luís Leal,86,False,False
2015-10-08,Turkmenistan,India,Turkmenistan,Guwanç Abylow,8,False,False
